Question,Answer
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 138 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,7424
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 148 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,8584
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 158 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,9164
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 168ක  ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,9744
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 178 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,10324
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 188 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,10904
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 198 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,11484
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 208 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,12064
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 218 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,12644
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 228 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,13224
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 238 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,13804
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 248 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,14384
බස් රථයක මගීන් 58 දෙනෙකුට ගමන් කළ හැකි ය එවැනි බස් රථ 258 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,14964
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 116 ක ඇති මුළු පුටු ගණන කීය ද?,1972
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 117 ක ඇති මුළු පුටු ගණන කීය ද?,1989
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 118 ක ඇති මුළු පුටු ගණන කීය ද?,2006
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 119 ක ඇති මුළු පුටු ගණන කීය ද?,2023
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 120 ක ඇති මුළු පුටු ගණන කීය ද?,2040
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 121 ක ඇති මුළු පුටු ගණන කීය ද?,2057
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 122 ක ඇති මුළු පුටු ගණන කීය ද?,2074
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 123 ක ඇති මුළු පුටු ගණන කීය ද?,2091
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 124 ක ඇති මුළු පුටු ගණන කීය ද?,2108
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 125 ක ඇති මුළු පුටු ගණන කීය ද?,2125
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 126 ක ඇති මුළු පුටු ගණන කීය ද?,2146
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 127 ක ඇති මුළු පුටු ගණන කීය ද?,2159
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 128 ක ඇති මුළු පුටු ගණන කීය ද?,2176
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 129 ක ඇති මුළු පුටු ගණන කීය ද?,2193
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 130 ක ඇති මුළු පුටු ගණන කීය ද?,2210
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 131 ක ඇති මුළු පුටු ගණන කීය ද?,2227
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 132 ක ඇති මුළු පුටු ගණන කීය ද?,2244
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 133 ක ඇති මුළු පුටු ගණන කීය ද?,2261
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 134 ක ඇති මුළු පුටු ගණන කීය ද?,2278
පෙළකට පුටු 17 ක් තබා ඇත එවැනි පේළි 135 ක ඇති මුළු පුටු ගණන කීය ද?,2295
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 3 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,1479
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 6 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,2958
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 9 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,4437
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 12 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,5916
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 15 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,7395
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 18 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,8874
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 21 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,10353
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 24 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,11832
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 27 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,13311
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 30 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,14790
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 33 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,16269
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 36 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,17748
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 39 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,19227
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 42 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,20706
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 45 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,22185
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 48 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,23664
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 51 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,25143
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 54 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,26622
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 57 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,28101
ගොඩක ගඩොල් කැට 493 ක් තිබේ එවැනි ගොඩවල් 60 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,29580
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 4 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,20
සහල් මල්ලක බර කිලෝග්‍රෑම් 5කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 8 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,40
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 12 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,60
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 16 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,80
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 20 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,100
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 24 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,120
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 28 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,140
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 32 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,160
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 36 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,180
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 40 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,200
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 44 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,220
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 48 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,240
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 52 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,260
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 56 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,280
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 60 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,300
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 64 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,320
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 68 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,340
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 72 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,360
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 76 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,380
සහල් මල්ලක බර කිලෝග්‍රෑම් 5 කි ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 80 ගුණයක්  ලූනු  මල්ලක බර කොපමණ ද?,400
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 2 ගුණයකි   මේසයේ දිග කොපමණ ද?,14
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 12 ගුණයකි   මේසයේ දිග කොපමණ ද?,84
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 22 ගුණයකි   මේසයේ දිග කොපමණ ද?,154
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 32 ගුණයකි   මේසයේ දිග කොපමණ ද?,224
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 42 ගුණයකි   මේසයේ දිග කොපමණ ද?,294
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 52 ගුණයකි   මේසයේ දිග කොපමණ ද?,364
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 62 ගුණයකි   මේසයේ දිග කොපමණ ද?,434
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 72 ගුණයකි   මේසයේ දිග කොපමණ ද?,504
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 82 ගුණයකි   මේසයේ දිග කොපමණ ද?,574
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 92 ගුණයකි   මේසයේ දිග කොපමණ ද?,644
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 102 ගුණයකි   මේසයේ දිග කොපමණ ද?,714
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 112 ගුණයකි   මේසයේ දිග කොපමණ ද?,784
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 122 ගුණයකි   මේසයේ දිග කොපමණ ද?,854
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 132 ගුණයකි   මේසයේ දිග කොපමණ ද?,924
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 142 ගුණයකි   මේසයේ දිග කොපමණ ද?,994
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 152 ගුණයකි   මේසයේ දිග කොපමණ ද?,1064
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 162 ගුණයකි   මේසයේ දිග කොපමණ ද?,1134
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 172 ගුණයකි   මේසයේ දිග කොපමණ ද?,1204
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 182 ගුණයකි   මේසයේ දිග කොපමණ ද?,1274
මේසයක පළල මීටර 7 ක් වේ එහි දිග පළල මෙන් 192 ගුණයකි   මේසයේ දිග කොපමණ ද?,1344
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 2 ක සිටින මුළු මිනිසුන් ගණන කීයද?,134
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 7 ක සිටින මුළු මිනිසුන් ගණන කීයද?,469
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 12 ක සිටින මුළු මිනිසුන් ගණන කීයද?,804
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 17 ක සිටින මුළු මිනිසුන් ගණන කීයද?,1139
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 22 ක සිටින මුළු මිනිසුන් ගණන කීයද?,1474
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 27 ක සිටින මුළු මිනිසුන් ගණන කීයද?,1809
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 32 ක සිටින මුළු මිනිසුන් ගණන කීයද?,2144
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 37 ක සිටින මුළු මිනිසුන් ගණන කීයද?,2479
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 42 ක සිටින මුළු මිනිසුන් ගණන කීයද?,2814
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 47 ක සිටින මුළු මිනිසුන් ගණන කීයද?,3149
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 52 ක සිටින මුළු මිනිසුන් ගණන කීයද?,3484
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 57 ක සිටින මුළු මිනිසුන් ගණන කීයද?,3819
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 62 ක සිටින මුළු මිනිසුන් ගණන කීයද?,4154
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 67 ක සිටින මුළු මිනිසුන් ගණන කීයද?,4489
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 72 ක සිටින මුළු මිනිසුන් ගණන කීයද?,4824
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 77 ක සිටින මුළු මිනිසුන් ගණන කීයද?,5159
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 82 ක සිටින මුළු මිනිසුන් ගණන කීයද?,5494
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 87 ක සිටින මුළු මිනිසුන් ගණන කීයද?,8829
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 92 ක සිටින මුළු මිනිසුන් ගණන කීයද?,6164
කඩයක මිනිසුන් 67 දෙනෙකු සිටී එවැනි කඩ 97 ක සිටින මුළු මිනිසුන් ගණන කීයද?,6499
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 4 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,400
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 6 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,600
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 8 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,800
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 10 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,1000
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 12 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,1200
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 14 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,1400
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 16 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,1600
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 18 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,1800
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 20 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,2000
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 22 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,2200
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 24 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,2400
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 26 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,2600
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 28 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,2800
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 30 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,3000
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 32 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,3200
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 100 කි පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 34 ගුණයකි  පෙට්‍රෝල් ලීටරයක මිල කීයද?,3400
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි  එවැනි පාර්ලිමේන්තු 13 ක සිටින මුළු හරක් ගණන කීයද?,2925
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 19 ක සිටින මුළු හරක් ගණන කීයද?,4275
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 23 ක සිටින මුළු හරක් ගණන කීයද?,5175
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 29 ක සිටින මුළු හරක් ගණන කීයද?,6525
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 33 ක සිටින මුළු හරක් ගණන කීයද?,7425
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 39 ක සිටින මුළු හරක් ගණන කීයද?,8725
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 43 ක සිටින මුළු හරක් ගණන කීයද?,9675
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 49 ක සිටින මුළු හරක් ගණන කීයද?,11025
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 53 ක සිටින මුළු හරක් ගණන කීයද?,11925
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 59 ක සිටින මුළු හරක් ගණන කීයද?,13275
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 63 ක සිටින මුළු හරක් ගණන කීයද?,14175
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 69 ක සිටින මුළු හරක් ගණන කීයද?,15525
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 73 ක සිටින මුළු හරක් ගණන කීයද?,16425
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 79 ක සිටින මුළු හරක් ගණන කීයද?,17725
පාර්ලිමේන්තුවක හරක් 225 ක් සිටි එවැනි පාර්ලිමේන්තු 83 ක සිටින මුළු හරක් ගණන කීයද?,18675
