Question,Label
ලහිරු ළඟ තිබු වතුර බෝතලයක තිබු වතුර ලීටර 6 කින් වතුර ලීටර 4 ක් ඔහු පානය කරන ලදී බෝතලේ ඉතිරි වතුර ප්‍රමාණය ලීටර කිය ද?,Subtraction
රුපියල් 120 ක‍ කිරි පැකට් එකක් ලබා ගැනීමට රුපියල් 500 ක් ලබා දුන් විට ලැබෙන ඉතිරි මුදල කොපමණ ද?,Subtraction
ශේන් තාමගෙ මොටර් රථය සදහා එක් ඉන්ධන පිරවුම් හලකින් පෙට්‍රෝල් ලීටර 52 ක් ලබාගෙන තවත් පිරවුම් හලකින් පෙට්‍රෝල් ලීටර 13 ක් ලබා ගත්තෙ ය ඔහු ලබා ගත් මුළු පෙට්‍රෝල් ප්‍රමාණය ලීටර කිය ද?,Addition
එක්තරා අමතර පංතියක ගැහැණු ලමුන් 342 ක් ද පිරිමි ලමුන් 142 ක් ද සිටි පංතියේ සිටින මුළු ලමුන් ගණන කීය ද?,Addition
මිනිදු ප්‍රශ්න 43 ක් ලියා දෙන ලැබුවේය චතුර ප්‍රශ්න 12 ක් ලියා දෙනු ලැබුවේය ඔවුන් දෙදෙනාම ලියා දුන් මුළු ප්‍රශ්න ගණන කීය ද?,Addition
එක්තරා ආයතනයක පලමු වසර සදහා අයකරනු ලබන මුදල් රුපියල් 312000 කී දෙවන වසර සදහා අය කරණු ලබන මුදල  රුපියල් 765000 කී පලමු දෙවසර අය කරන මුළු මුදල කීය ද?,Addition
එක්තරා සේවාවක් සදහා ගෙවිය යුතු මුළු මුදල රුපියල් 50000 කී එයින් රුපියල් 33000 ක් ගෙවා ඇත ගෙවීමට ඇති ඉතිරි මුදල කොපමණ ද?,Subtraction
කඩයක පොල් ගෙඩි 20 ක් තිබුණේය. එයින් පොල්ගෙඩි 3 ක් විකුණුවේ නම් ඉතිරි පොල් ගෙඩි ගණන කීය ද?,Subtraction
අමර ලඟ අඹගෙඩි 8 ක් තිබුණේය. අමර ඔහුගේ සොහොයුරාට අඹ ගෙඩි 2 ක් දුන්නෙ නම් අමර ලග ඉතිරි අඹ ගෙඩි ගණන කීයද?,Subtraction
පොල් වත්තක පොල් ගස් 18 ක් ඇත. එම පොල් ගස් වලින් පොල් ගස් 3 ක් කපා ඉවත් කරෙනම් පොල්වත්ත තුළ ඇති ඉතිරි පොල් ගස් ගණන කීයද?,Subtraction
පාසලක ළමයි 664 ක් ඇත. එයින් ළමයි 7 දෙනෙක් පාසල හැර ගියේ නම් පාසලෙහි ඉතිරිව ඇති නමුත් ගණන කීය ද?,Subtraction
ගෙදරක ඇති වතුර ටැංකියක වතුර ලීටර් 753 ක් ඇත. ගෙදර මිනිසුන් වතුර ලීටර් 374 ක් පරිහරණය කරේ නම් වතුර ටැංකිය තුල ඉතිරිව ඇති වතුර ලීටර් ගනන කොපමනද?,Subtraction
කඩයක පොල්ගෙඩි 44 ක් තිබුණේය. එයට අලුතින් පොල්ගෙඩි 126 ක් එක් කෙරේ නම් දැන් කඩය තුල ඇති පොල් ගෙඩි ගණන කොපමණද?,Addition
අමර ලඟ අඹ ගෙඩි 5 ක් තිබුනේය. අමරගේ සොහොයුරා අමරට අඹ ගෙඩි 4 ක් ලබා දුන්නේ නම් අමර ලඟ දැන් ඇති අඹ ගෙඩි ගණන කොපමණද?,Addition
පොල් වත්තක පොල් ගස් 69 ක් තිබුණේය. පොල් වත්තෙහි හිමිකරු අලුතින් පොල් ගස් 14 ක් සිට වූයේ නම් දැන් පොල්වත්තේ ඇති පොල් ගස් ගණන කීයද?,Addition
පාසලක ළමයින් 750 ක් ඇත. එයට අලුතින් ළමයින් 30 ක් එකතු වූයේ නම් පාසල තුළ ඇති ළමුන් ගණන කීයද?,Addition
ගෙදරක වතුර ටැංකියේහි වතුර ලීටර් 375 ක් තිබුණේය. එයට අලුතින් වතුර ලීටර් 500 ක් එකතු වූයේ නම් දැන් වතුර ටැංකිය තුල ඇති වතුර ලීටර් ගනන කොපමනද?,Addition
කවිඳුගේ පියා ළඟ රුපියල් 750 ක් තිබුණේය. කවිඳුගේ පියා කවිඳුට රුපියල් 300 ක් දුන්නේ නම් කවිඳුගේ පියා ළඟ ඇති මුදල කීයද ?,Subtraction
කවිඳු ළඟ රුපියල් 1350 ක් තිබුනේය. කවිඳුගේ පියා කවිඳුට රුපියල් 400 ක් ලබා දුන්නේ නම් කවිඳු ලඟ දැන් ඇති මුදල කීයද?,Addition
සුරතල් මත්ස්‍ය ටැංකියක සුරතල් මසුන් 26 ක් සිටියේය. එයින් මසුන් 2 ක් මැරුණේ නම් මත්ස්‍ය ටැංකියේ යි දැන් සිටින මසුන් ගණන කීයක් වේ ද?,Subtraction
සුරතල් මත්ස්‍ය ටැංකියක සුරතල් මසුන් 18 ක් සිටියේය. එයට අලුතින් සුරතල් මසුන් 6 දෙනෙක් එක් කලේ නම් මත්ස්‍ය ටැංකියේ යි දැන් සිටින මසුන් ගණන කීයක් වේ ද?,Addition
මිනිදු ගේ නිවසේ සිට පාසලට ඇති දුර කිලෝ මිටර් 45 කි. මිනිදු පාසල නිමවි කිලෝ මිටර් 26 ක් ඔහුගේ නිවස දෙසට ගොස් ඇතිනම් ඔහුට නිවසට යාමට ඇති ඉතිරි දුර කොපමන ද?,Subtraction
පන්තියක ගැහැනු ළමුන් 23 ක් සහ පිරිමි ළමුන් 18 ක් ඇත. පන්තියෙහි ඇති මුළු ළමුන් ගනණ කොපමනද?,Addition
නිවසක වීදුරු පිඟන් 26 ක් තිබුණේය. එයින් පිඟන් 8 ක් බිඳුනේය දැන් නිවස තුළ ඉතිරිව ඇති පිඟන් ගණන කොපමණද?,Subtraction
නිවසක වීදුරු පිඟන් 7 ක් තිබුණේය. නිවසෙහි අයිතිකරු නිවසට අලූතින් පිඟන් 9 ක් ගෙනාවෙ නම් නිවසෙහි ඇති මුළු පිඟන් ගණන කීයද?,Addition
නිවසක නිල් පාට කෝප්ප 7 ක් සහ රතු පාට කෝප්ප 4 ක් ඇත. නිවසේ ඇති මුළු කෝප්ප ගණන කොපමණ ද?,Addition
අඹ ගසක අඹ ගෙඩි 36 ක් ඇත. එම අඹ ගසින් අඹ ගෙඩි 8 ක් කැඩුවෙ නම් දැන් අඹ ගසෙහි ඇති අඹ ගෙඩි ගණන කොපමණද?,Subtraction
ගෙවත්තක මිරිස් පැළ 6 ක් සහා තක්කාලි පැල 8 ක් ඇත. ගෙවත්තේ ඇති මුළු පැල ගණන කොපමණද?,Addition
මල් පාත්තියක් සෑදීමට ගඩොල් කැට එක්වරක 163 ක් ද තවත් වරෙක ගඩොල් කැට 185 ක් ද ගෙනාවේ ය. මල් පාත්තිය සෑදීමට ගෙනාව ගඩොල් කැට ගණන කොපමණද?,Addition
රඹුටං වෙළෙන්දෙක් ළඟ රඹුටන් ගෙඩි 853 තිබුණේය. එයින් රඹුටං ගෙඩි 343 ක් වික්කෙ නම් වෙළෙඳා ළඟ ඉතිරිව ඇති  රඹුටං ගනන කොපමන ද?,Subtraction
කඩයක පොල් ගෙඩි 35 ක් තිබුණේය. එයින් පොල්ගෙඩි 19 ක් විකුණුවේ නම් ඉතිරි පොල් ගෙඩි ගණන කීය ද?,Subtraction
අමර ලඟ අඹගෙඩි 90 ක් තිබුණේය. අමර ඔහුගේ සොහොයුරාට අඹ ගෙඩි 45 ක් දුන්නෙ නම් අමර ලග ඉතිරි අඹ ගෙඩි ගණන කීයද?,Subtraction
පොල් වත්තක පොල් ගස් 12 ක් ඇත. එම පොල් ගස් වලින් පොල් ගස් 2 ක් කපා ඉවත් කරෙනම් පොල්වත්ත තුළ ඇති ඉතිරි පොල් ගස් ගණන කීයද?,Subtraction
පාසලක ළමයි 30 ක් ඇත. එයින් ළමයි 2 දෙනෙක් පාසල හැර ගියේ නම් පාසලෙහි ඉතිරිව ඇති නමුත් ගණන කීය ද?,Subtraction
ගෙදරක ඇති වතුර ටැංකියක වතුර ලීටර් 345 ක් ඇත. ගෙදර මිනිසුන් වතුර ලීටර් 344 ක් පරිහරණය කරේ නම් වතුර ටැංකිය තුල ඉතිරිව ඇති වතුර ලීටර් ගනන කොපමනද?,Subtraction
කඩයක පොල්ගෙඩි 295 ක් තිබුණේය. එයට අලුතින් පොල්ගෙඩි 34 ක් එක් කෙරේ නම් දැන් කඩය තුල ඇති පොල් ගෙඩි ගණන කොපමණද?,Addition
අමර ලඟ අඹ ගෙඩි 675 ක් තිබුනේය. අමරගේ සොහොයුරා අමරට අඹ ගෙඩි 467 ක් ලබා දුන්නේ නම් අමර ලඟ දැන් ඇති අඹ ගෙඩි ගණන කොපමණද?,Addition
පොල් වත්තක පොල් ගස් 123 ක් තිබුණේය. පොල් වත්තෙහි හිමිකරු අලුතින් පොල් ගස් 97 ක් සිට වූයේ නම් දැන් පොල්වත්තේ ඇති පොල් ගස් ගණන කීයද?,Addition
පාසලක ළමයින් 3500 ක් ඇත. එයට අලුතින් ළමයින් 23 ක් එකතු වූයේ නම් පාසල තුළ ඇති ළමුන් ගණන කීයද?,Addition
ගෙදරක වතුර ටැංකියේහි වතුර ලීටර් 678 ක් තිබුණේය. එයට අලුතින් වතුර ලීටර් 123 ක් එකතු වූයේ නම් දැන් වතුර ටැංකිය තුල ඇති වතුර ලීටර් ගනන කොපමනද?,Addition
කවිඳුගේ පියා ළඟ රුපියල් 7800 ක් තිබුණේය. කවිඳුගේ පියා කවිඳුට රුපියල් 7000 ක් දුන්නේ නම් කවිඳුගේ පියා ළඟ ඇති මුදල කීයද ?,Subtraction
කවිඳු ළඟ රුපියල් 3400 ක් තිබුනේය. කවිඳුගේ පියා කවිඳුට රුපියල් 3000 ක් ලබා දුන්නේ නම් කවිඳු ලඟ දැන් ඇති මුදල කීයද?,Addition
සුරතල් මත්ස්‍ය ටැංකියක සුරතල් මසුන් 40 ක් සිටියේය. එයින් මසුන් 30 ක් මැරුණේ නම් මත්ස්‍ය ටැංකියේ යි දැන් සිටින මසුන් ගණන කීයක් වේ ද?,Subtraction
සුරතල් මත්ස්‍ය ටැංකියක සුරතල් මසුන් 567 ක් සිටියේය. එයට අලුතින් සුරතල් මසුන් 3 දෙනෙක් එක් කලේ නම් මත්ස්‍ය ටැංකියේ යි දැන් සිටින මසුන් ගණන කීයක් වේ ද?,Addition
මිනිදු ගේ නිවසේ සිට පාසලට ඇති දුර කිලෝ මිටර් 23 කි. මිනිදු පාසල නිමවි කිලෝ මිටර් 6 ක් ඔහුගේ නිවස දෙසට ගොස් ඇතිනම් ඔහුට නිවසට යාමට ඇති ඉතිරි දුර කොපමන ද?,Subtraction
පන්තියක ගැහැනු ළමුන් 600 ක් සහ පිරිමි ළමුන් 400 ක් ඇත. පන්තියෙහි ඇති මුළු ළමුන් ගනණ කොපමනද?,Addition
නිවසක වීදුරු පිඟන් 34 ක් තිබුණේය. එයින් පිඟන් 3 ක් බිඳුනේය දැන් නිවස තුළ ඉතිරිව ඇති පිඟන් ගණන කොපමණද?,Subtraction
නිවසක වීදුරු පිඟන් 78 ක් තිබුණේය. නිවසෙහි අයිතිකරු නිවසට අලූතින් පිඟන් 54 ක් ගෙනාවෙ නම් නිවසෙහි ඇති මුළු පිඟන් ගණන කීයද?,Addition
නිවසක නිල් පාට කෝප්ප 67 ක් සහ රතු පාට කෝප්ප 34 ක් ඇත. නිවසේ ඇති මුළු කෝප්ප ගණන කොපමණ ද?,Addition
අඹ ගසක අඹ ගෙඩි 56 ක් ඇත. එම අඹ ගසින් අඹ ගෙඩි 34 ක් කැඩුවෙ නම් දැන් අඹ ගසෙහි ඇති අඹ ගෙඩි ගණන කොපමණද?,Subtraction
ගෙවත්තක මිරිස් පැළ 90 ක් සහා තක්කාලි පැල 78 ක් ඇත. ගෙවත්තේ ඇති මුළු පැල ගණන කොපමණද?,Addition
මල් පාත්තියක් සෑදීමට ගඩොල් කැට එක්වරක 56 ක් ද තවත් වරෙක ගඩොල් කැට 24 ක් ද ගෙනාවේ ය. මල් පාත්තිය සෑදීමට ගෙනාව ගඩොල් කැට ගණන කොපමණද?,Addition
රඹුටං වෙළෙන්දෙක් ළඟ රඹුටන් ගෙඩි 200 තිබුණේය. එයින් රඹුටං ගෙඩි 180 ක් වික්කෙ නම් වෙළෙඳා ළඟ ඉතිරිව ඇති  රඹුටං ගනන කොපමන ද?,Subtraction
කණුවක බැලූන් බෝල 3 ක බැගින් බැලූන් බෝල 900 ක් ගැට ගැසීමට අවශ්‍ය කණු ගණන කීය ද?,Division
බිස්කට් 600 ක් ඇත. ළමයෙකුට බිස්කට් 3 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,Division
මීටර 120 ක් දිග කම්බියක් ඇත. සමාන කැබලි 3 බැගින් කැබලි කොපමණ ප්‍රමාණයක් කැපිය හැකි ද?,Division
මීටර 90 ක් දිග ඉටි රෙද්දක් ඇත. මේසවලට දැමීම සදහා සමාන දිගින් යුතු කැබලි 3 බැගින් කැබලි කොපමණ ප්‍රමාණයක් කැපිය හැකි ද?,Division
පැන්සල් 300 ක් ඇත. ළමයෙකුට පැන්සල් 3 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,Division
යෝගට් 600 ක් ඇත. යෝගට් 3 බැගින් වූ ඇසුරුම් කොපමණ සංඛ්‍යාවක් සෑදිය හැකි ද?,Division
කෙසෙල් ගෙඩි 1200 ක් ඇත. කෙසෙල් ගෙඩි 3 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,Division
පොත් 600 ක් ඇත. අයකුට පොත් 2 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,Division
බෝල 450  ක් ඇත. බෝල 3 ක් බැගින් වෙන් කල හැකි කොටස් ගණන කීයද?,Division
අඹ ගෙඩි 1600 ක් ඇත. අඹ ගෙඩි 4 බැගින් පෙට්ටි වලට වෙන් කලහොත් එසේ වෙන් කළ හැකි පෙට්ටි ගණන කීයද?,Division
උත්සව ශාලාවක ඇති පුටු 160 ක් ඇත. මේසයකට පුටු 4 බැගින් මේස කීයක් තැබිය හැකි ද?,Division
අයිස් ක්‍රීම් 600 ක් ඇත. ළමයෙකුට අයිස් ක්‍රීම් 3 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,Division
පෑන් 300 ක් ඇත. ළමයෙකුට පෑන් 3 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,Division
ඇපල් ගෙඩි 1200 ක් ඇත. ඇපල් ගෙඩි 3 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,Division
අන්නාසි ගෙඩි 1200 ක් ඇත. අන්නාසි ගෙඩි 3 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,Division
මීටර 90 ක් දිග ලියක් ඇත. සමාන කැබලි 2 බැගින් කැබලි කොපමණ ප්‍රමාණයක් කැපිය හැකි ද?,Division
පොත් 600 ක් සමානව පන්ති 4 කට බෙදූ විට එක් පන්තියකට පොත් කීයක් ලැබේ ද?,Division
පොත් 96 ක් එක් අයකුට 3 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,Division
ශාලාවක් සැරසීමට බැලූම් බෝල 416 ක් ලබා දී ඇත. බැලූම් බෝල 4 බැගින් පොකුරු කීයක් සෑදිය හැකි ද?,Division
කොඩි 100 කින් කොඩි වැල් 5 ක් සැකසිය යුතු වේ. එක් කොඩි වැලක තිබිය යුතු කොඩි ගණන කීය ද?,Division
පුටු 330 ක් කාමර 3 ක සමාන ප‍්‍රමාණවලින් තබා ඇත. එක් කාමරයක තබා ඇති පුටු ගණන කීය ද?,Division
කූඩයක නාරං ගෙඩි 4 ක් ඇත. එවැනි කූඩ 3 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,Multiplication
එක් පෙට්ටියක පැන්සල් 3 ක් තිබේ. එවැනි පෙට්ටි 4 ඇති මුළු පැන්සල් ගණන කොපමණ ද?,Multiplication
පෑනක මිල රුපියල් 15 කි. එවැනි පෑන් 4 ක මිල කොපමණ ද?,Multiplication
මකනයක  මිල රුපියල් 25 කි. පොතක මිල මකනයක මිල මෙන් 3 ගුණයක්. පොතක මිල කොපමණ ද?,Multiplication
සුමුදුගේ දැන් වයස අවුරුදු 7 කි. ඇගේ අක්කාගේ දැන් වයස සුමුදුගේ දැන් වයස මෙන් 3 ගුණයක්. අක්කාගේ දැන් වයස කීය ද?,Multiplication
බස් රථයක මගීන් 54 දෙනෙකුට ගමන් කළ හැකි ය. එවැනි බස් රථ 54 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,Multiplication
පෙළකට පුටු 14 ක් තබා ඇත. එවැනි පේළි 110 ක ඇති මුළු පුටු ගණන කීය ද?,Multiplication
ගොඩක ගඩොල් කැට 490 ක් තිබේ. එවැනි ගොඩවල් 4 ක ඇත ගඩොල් ප‍්‍රමාණය කොපමණ ද?,Multiplication
සහල් මල්ලක බර කිලෝග්‍රෑම් 6 කි. ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 3 ගුණයක්. ලූනු  මල්ලක බර කොපමණ ද?,Multiplication
මේසයක පළල මීටර 5 ක් වේ. එහි දිග පළල මෙන් 3 ගුණයකි.  මේසයේ දිග කොපමණ ද?,Multiplication
පොත් තොගයක් පාසල් 4 ක් අතර සමානව බෙදූ විට එක් පාසලකට පොත් 400 ක් ලැබුණි. බෙදා දුන් මුළු පොත් සංඛ්‍යාව කීය ද?,Multiplication
අයිස් ක්‍රීම් 400 ක් ඇත. ළමයෙකුට අයිස් ක්‍රීම් 2 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,Division
පෑන් 360 ක් ඇත. ළමයෙකුට පෑන් 4 බැගින් ළමයි කී දෙනෙකුට ලබා දිය හැකි ද?,Division
ඇපල් ගෙඩි 1000 ක් ඇත. ඇපල් ගෙඩි 5 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,Division
අන්නාසි ගෙඩි 1400 ක් ඇත. අන්නාසි ගෙඩි 4 ක් බැගින් වෙන් කලහොත් එසේ වෙන් කළ හැකි කොටස් ගණන කීයද?,Division
මීටර 80 ක් දිග ලියක් ඇත. සමාන කැබලි 4 බැගින් කැබලි කොපමණ ප්‍රමාණයක් කැපිය හැකි ද?,Division
ගඩොල් ගොඩක ගඩොල් කැට 1600 ක් තිබේ නම් ගොඩවල් 8 ක ඇති ගඩොල් ප‍්‍රමාණය කොපමණ ද?,Multiplication
ගුවන් යානාවක් එක්තරා ගමනක් සදහා තෙල් ලීටර 3000 ක් භාවිතා කරයි. එවැනි ගමන් 25 ක් යාමට අවශ්‍ය තෙල් ප්‍රමාණය කොපමණද?,Multiplication
මහින්ද වසරකට ඩොලර් මිලියන 4000 ක් වංචා කරන ලදී. එසේ වසර 2 ක් තුළ වංචා කරන ලද මුළු මුදල කීයද?,Multiplication
ගාල්ල ක්‍රීඩාංගණයක් නවිකරණය කිරීම කියා රුපියල් කෝටි 4 ක් වංචා කරන ලදී. එසේ ක්‍රීඩාගාර 5 ක් නවිකරණය කරන ලද්දේ නම් වංචා කරන ලද මුළු මුදල කොපමණද?,Multiplication
ලොරි රථයක මගීන් 100 දෙනෙකුට ගමන් කළ හැකි ය. එවැනි ලොරි රථ 25 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,Multiplication
හැන්දක මිල රුපියල් 45 කි. එවැනි හැදි 8 ක මිල කොපමණ ද?,Multiplication
අල මල්ලක බර කිලෝග්‍රෑම් 8 කි. ලූනු  මල්ලක බර අල මල්ලක බර මෙන් 3 ගුණයකි. ලූනු  මල්ලක බර කොපමණ ද?,Multiplication
කූඩයක අඹ ගෙඩි 10 ක් ඇත. එවැනි කූඩ 15 ඇති මුළු නාරං ගෙඩි ගණන කීය ද?,Multiplication
බෝතලයක මිල රුපියල් 200 කි. එවැනි බෝතල් 3 ක මිල කොපමණ ද?,Multiplication
බිස්කට් පැකට් එකක මිල රුපියල් 100 කි. සබන් කැටයක මිල බිස්කට් පැකට් එකක මිල මෙන් 3 ගුණයකි. සබන් කැටයක මිල කීයද?,Multiplication
පොත් 300 ක් සමානව පන්ති 15 කට බෙදූ විට එක් පන්තියකට පොත් කීයක් ලැබේ ද?,Division
පොත් 800 ක් එක් අයකුට 4 බැගින් කී දෙනෙකුට ලබා දිය හැකි ද?,Division
පේර ගෙඩි 60 කින් 3 න් පංගු 1 ක පේර ගෙඩි  ගණන කීයද?,Division
අඹ ගෙඩි 27 කින් 3 න් පංගු 2 ක අඹ ගෙඩි  ගණන කීයද?,Division
උත්සව ශාලාවක ඇති පුටු 500 ක් ඇත. මේසයකට පුටු 5 බැගින් මේස කීයක් තැබිය හැකි ද?,Division
මාරි බිස්කට් පැකට් එකක මිල රුපියල් 120 කි. පෙට්‍රෝල් ලීටර එකක මිල මාරි බිස්කට් පැකට් එකක මිල මෙන් 5 ගුණයකි. පෙට්‍රෝල් ලීටරයක මිල කීයද?,Multiplication
පාර්ලිමේන්තුවක මිනිසුන් 225 ක් සිටි. එවැනි පාර්ලිමේන්තු 10 ක සිටින මුළු මිනිසුන් ගණන කීයද?,Multiplication
එක් බදුනකට මානෙල් මල් 180 ක් දමා ඇත. එවැනි බදුන් 3 ක් ඇත. එම බදුන් තුනෙහි ඇති මුළු මානෙල් මල් සංඛ්‍යාව කීය ද?,Multiplication
එක් බදුනකට සුදු මල් 40 ක් දමා ඇත. එවැනි බදුන් 6 ක් ඇත. එම බදුන් තුනෙහි ඇති මුළු සුදු මල් සංඛ්‍යාව කීය ද?,Multiplication
