Question,Label
සහල් මල්ලක බර කිලෝග්‍රෑම් 10 කි. ලූනු  මල්ලක බර සහල් මල්ලක බර මෙන් 3 ගුණයක්. ලූනු  මල්ලක බර කොපමණ ද?,Multiplication
බස් රථයක මගීන් 100 දෙනෙකුට ගමන් කළ හැකි ය. එවැනි බස් රථ 25 ක ගමන් කළ හැකි මුළු මගීන් සංඛ්‍යාව කොපමණ ද?,Multiplication
චොකලට් බිස්කට් පැකට් එකක මිල රුපියල් 150 කි. සබන් කැටයක මිල චොකලට් බිස්කට් පැකට් එකක මිල මෙන් 2 ගුණයකි. සබන් කැටයක මිල කීයද?,Multiplication
භාජනයක මිල රුපියල් 250 කි. එවැනි භාජනයක 3 ක මිල කොපමණ ද?,Multiplication
ඇඩම් ගණිතය පන්තියේ පරීක්ෂණයෙන් ලකුණු 32 ක් සහ විද්‍යා පන්තියේ පරීක්ෂණයෙන් ලකුණු 44 ක් ලබා ගත්තේය ඇඩම් ටෙස්ට් දෙකේදීම ලකුණු කීයක් ලබා ගත්තාද?,Addition
කහ තොප්පි 20 ක් සහ නිල් තොප්පි 35 ක් තිබුණා මුලු තොප්පි කීයක් තිබ්බද?,Addition
"ටිම්ගේ මාළු ටැංකියේ ගල් 12 ක් තියෙනවා. ඔහු තව 7 ක් එකතු කළහොත්, මුළු ගල් කීයක් තිබේද?",Addition
පෙට්ටියක පැන්සල් 10 ක් සහ පැන්සල් රඳවනයක පැන්සල් 20 ක් ඇත. ඔක්කොම පැන්සල් කීයක් තියෙනවද?,Addition
වඩු කාර්මිකයෙකු වූ ස්ටීව් පුටු 30 ක් සහ මේස 45 ක් සෑදුවා. ඔහු ගෘහ භාණ්ඩ කීයක් සෑදුවාද?,Addition
කවිඳු මාළු කෑලි 29ක් අධිශීතකරණයේ ගොඩගසා තිබුණා. ඔහු මේවායින් 10ක් පවුලේ රාත්‍රී ආහාරය සඳහා පිසුවාය. ශීතකරණයේ කෑලි කීයක් ඉතිරි වේද?,Subtraction
කේට් ඇපල් 184 ක් මිලදී ගත් අතර එයින් 43 ක් කුණු වී ඇත ඇපල් කීයක් හොඳද?,Subtraction
පළතුරු වෙළෙන්දෙකුට ඇපල් 148 ක් තිබුණා. ඔහු එයින් ඇපල් 67 ක් විකුණුවා ඔහු සමඟ ඇපල් කීයක් තිබුණාද?,Subtraction
"බෙලා ඇගේ සුරතල් බල්ලන් සහ බළලුන් සඳහා ආහාර කෑන් 48 ක් මිලදී ගත්තාය. ටින් 13 ක් බළලුන්ගේ ආහාර නම්, ඇය බලු කෑම කෑන් කීයක් මිලදී ගත්තාද?",Subtraction
රොන් පරීක්ෂණයෙන් ලකුණු 78 ක් ලබා ගන්නා අතර ඔහුගේ සහෝදරයා ලකුණු 64 ක් ලබා ගනී රොන් අයියාට වඩා ලකුණු කීයක් ගන්නවද?,Subtraction
ඇඩම් ගණිතය පන්තියේ පරීක්ෂණයෙන් ලකුණු 75 ක් සහ විද්‍යා පන්තියේ පරීක්ෂණයෙන් ලකුණු 65 ක් ලබා ගත්තේය ඇඩම් ටෙස්ට් දෙකේදීම ලකුණු කීයක් ලබා ගත්තාද?,Addition
කහ තොප්පි 23 ක් සහ නිල් තොප්පි 45 ක් තිබුණා මුලු තොප්පි කීයක් තිබ්බද?,Addition
"ටිම්ගේ මාළු ටැංකියේ ගල් 52 ක් තියෙනවා. ඔහු තව 27 ක් එකතු කළහොත්, මුළු ගල් කීයක් තිබේද?",Addition
පෙට්ටියක පැන්සල් 20 ක් සහ පැන්සල් රඳවනයක පැන්සල් 19 ක් ඇත. ඔක්කොම පැන්සල් කීයක් තියෙනවද?,Addition
වඩු කාර්මිකයෙකු වූ ස්ටීව් පුටු 70 ක් සහ මේස 95 ක් සෑදුවා. ඔහු ගෘහ භාණ්ඩ කීයක් සෑදුවාද?,Addition
කවිඳු මාළු කෑලි 49ක් අධිශීතකරණයේ ගොඩගසා තිබුණා. ඔහු මේවායින් 23ක් පවුලේ රාත්‍රී ආහාරය සඳහා පිසුවාය. ශීතකරණයේ කෑලි කීයක් ඉතිරි වේද?,Subtraction
කේට් ඇපල් 34 ක් මිලදී ගත් අතර එයින් 23 ක් කුණු වී ඇත ඇපල් කීයක් හොඳද?,Subtraction
පළතුරු වෙළෙන්දෙකුට ඇපල් 158 ක් තිබුණා. ඔහු එයින් ඇපල් 87 ක් විකුණුවා ඔහු සමඟ ඇපල් කීයක් තිබුණාද?,Subtraction
"බෙලා ඇගේ සුරතල් බල්ලන් සහ බළලුන් සඳහා ආහාර කෑන් 68 ක් මිලදී ගත්තාය. ටින් 43 ක් බළලුන්ගේ ආහාර නම්, ඇය බලු කෑම කෑන් කීයක් මිලදී ගත්තාද?",Subtraction
රොන් පරීක්ෂණයෙන් ලකුණු 88 ක් ලබා ගන්නා අතර ඔහුගේ සහෝදරයා ලකුණු 76 ක් ලබා ගනී රොන් අයියාට වඩා ලකුණු කීයක් ගන්නවද?,Subtraction
ඇඩම් ගණිතය පන්තියේ පරීක්ෂණයෙන් ලකුණු 78 ක් සහ විද්‍යා පන්තියේ පරීක්ෂණයෙන් ලකුණු 65 ක් ලබා ගත්තේය ඇඩම් ටෙස්ට් දෙකේදීම ලකුණු කීයක් ලබා ගත්තාද?,Addition
කහ තොප්පි 37 ක් සහ නිල් තොප්පි 25 ක් තිබුණා මුලු තොප්පි කීයක් තිබ්බද?,Addition
පාසලේ උත්සවයකදී යුවනි පළමු දිනයේ නාට්‍යයක් සඳහා ප්‍රවේශපත්‍ර 160 ක් විකුණුවා ඇය දෙවැනි දිනයේ ටිකට් 139 ක් අලෙවි කළාය ඇය දින දෙකේම ටිකට් කීයක් විකුණුවාද?,Addition
යසිඳුට මුද්දර 12 ක් තිබුණා අම්මා තව 22 ක් දුන්නා යසිඳු සතුව මුද්දර කීයක් තිබේද?,Addition
වත්තක අඹ ගස් 33 ක් සහ පොල් ගස් 96 ක් ඇත මුළු ගස් කීයක් තිබේද?,Addition
කුරුල්ලන් 143 දෙනෙක් ගසක් මත වාඩි වී සිටිති. කුරුල්ලන් 72 දෙනෙක් ඉවතට පියාසර කරති දැන් ගහේ කුරුල්ලෝ කී දෙනෙක් ඉන්නවද?,Subtraction
කේට් ඇපල් 54 ක් මිලදී ගත් අතර එයින් 36 ක් කුණු වී ඇත ඇපල් කීයක් හොඳද?,Subtraction
පළතුරු වෙළෙන්දෙකුට ඇපල් 436 ක් තිබුණා. ඔහු එයින් ඇපල් 252 ක් විකුණුවා ඔහු සමඟ ඇපල් කීයක් තිබුණාද?,Subtraction
රේචල්ට කිකිළියන් 109 ක් සිටින අතර ඇය තම සහෝදරියට කිකිළියන් 82 ක් ලබා දෙයි ඇයට දැන් කිකිළියන් කී දෙනෙක් සිටීද?,Subtraction
රොන් පරීක්ෂණයෙන් ලකුණු 89 ක් ලබා ගන්නා අතර ඔහුගේ සහෝදරයා ලකුණු 56 ක් ලබා ගනී රොන් අයියාට වඩා ලකුණු කීයක් ගන්නවද?,Subtraction
ඇඩම් ගණිතය පන්තියේ පරීක්ෂණයෙන් ලකුණු 78 ක් සහ විද්‍යා පන්තියේ පරීක්ෂණයෙන් ලකුණු 87 ක් ලබා ගත්තේය ඇඩම් ටෙස්ට් දෙකේදීම ලකුණු කීයක් ලබා ගත්තාද?,Addition
කහ තොප්පි 45 ක් සහ නිල් තොප්පි 54 ක් තිබුණා මුලු තොප්පි කීයක් තිබ්බද?,Addition
පාසලේ උත්සවයකදී යුවනි පළමු දිනයේ නාට්‍යයක් සඳහා ප්‍රවේශපත්‍ර 180 ක් විකුණුවා ඇය දෙවැනි දිනයේ ටිකට් 179 ක් අලෙවි කළාය ඇය දින දෙකේම ටිකට් කීයක් විකුණුවාද?,Addition
යසිඳුට මුද්දර 15 ක් තිබුණා අම්මා තව 14 ක් දුන්නා යසිඳු සතුව මුද්දර කීයක් තිබේද?,Addition
වත්තක අඹ ගස් 48 ක් සහ පොල් ගස් 32 ක් ඇත මුළු ගස් කීයක් තිබේද?,Addition
කුරුල්ලන් 159 දෙනෙක් ගසක් මත වාඩි වී සිටිති. කුරුල්ලන් 52 දෙනෙක් ඉවතට පියාසර කරති දැන් ගහේ කුරුල්ලෝ කී දෙනෙක් ඉන්නවද?,Subtraction
කේට් ඇපල් 84 ක් මිලදී ගත් අතර එයින් 32 ක් නරක් වී ඇත ඇපල් කීයක් හොඳද?,Subtraction
පළතුරු වෙළෙන්දෙකුට ඇපල් 538 ක් තිබුණා. ඔහු එයින් ඇපල් 355 ක් විකුණුවා ඔහු සමඟ ඇපල් කීයක් තිබුණාද?,Subtraction
රේචල්ට කිකිළියන් 123 ක් සිටින අතර ඇය තම සහෝදරියට කිකිළියන් 49 ක් ලබා දෙයි ඇයට දැන් කිකිළියන් කී දෙනෙක් සිටීද?,Subtraction
රොන් පරීක්ෂණයෙන් ලකුණු 96 ක් ලබා ගන්නා අතර ඔහුගේ සහෝදරයා ලකුණු 85 ක් ලබා ගනී රොන් අයියාට වඩා ලකුණු කීයක් ගන්නවද?,Subtraction
ඇඩම් ගණිතය පන්තියේ පරීක්ෂණයෙන් ලකුණු 82 ක් සහ විද්‍යා පන්තියේ පරීක්ෂණයෙන් ලකුණු 76 ක් ලබා ගත්තේය ඇඩම් ටෙස්ට් දෙකේදීම ලකුණු කීයක් ලබා ගත්තාද?,Addition
කහ තොප්පි 6 ක් සහ නිල් තොප්පි 6 ක් තිබුණා මුලු තොප්පි කීයක් තිබ්බද?,Addition
පාසලේ උත්සවයකදී යුවනි පළමු දිනයේ නාට්‍යයක් සඳහා ප්‍රවේශපත්‍ර 460 ක් විකුණුවා ඇය දෙවැනි දිනයේ ටිකට් 256 ක් අලෙවි කළාය ඇය දින දෙකේම ටිකට් කීයක් විකුණුවාද?,Addition
යසිඳුට මුද්දර 35 ක් තිබුණා අම්මා තව 14 ක් දුන්නා යසිඳු සතුව මුද්දර කීයක් තිබේද?,Addition
වත්තක අඹ ගස් 53 ක් සහ පොල් ගස් 78 ක් ඇත මුළු ගස් කීයක් තිබේද?,Addition
කුරුල්ලන් 163 දෙනෙක් ගසක් මත වාඩි වී සිටිති. කුරුල්ලන් 75 දෙනෙක් ඉවතට පියාසර කරති දැන් ගහේ කුරුල්ලෝ කී දෙනෙක් ඉන්නවද?,Subtraction
ජස්ටින් සතුව බේස්බෝල් කාඩ්පත් 28 ක් ඇත. ඔහු තම සහෝදරයාට කාඩ්පත් 12 ක් ලබා දෙයි. ජස්ටින් සමඟ කාඩ්පත් කීයක් ඉතිරිව තිබේද?,Subtraction
පළතුරු වෙළෙන්දෙකුට ඇපල් 58 ක් තිබුණා. ඔහු එයින් ඇපල් 35 ක් විකුණුවා ඔහු සමඟ ඇපල් කීයක් තිබුණාද?,Subtraction
රේචල්ට කිකිළියන් 132 ක් සිටින අතර ඇය තම සහෝදරියට කිකිළියන් 94 ක් ලබා දෙයි ඇයට දැන් කිකිළියන් කී දෙනෙක් සිටීද?,Subtraction
ලුවී සතුව මුද්දර 24 ක් ඇත. ඔහු තම සහෝදරයාට මුද්දර 7 ක් ලබා දෙයි. ලුවී සමඟ මුද්දර කීයක් ඉතිරිව තිබේද?,Subtraction
ඇඩම් ගණිතය පන්තියේ පරීක්ෂණයෙන් ලකුණු 92 ක් සහ විද්‍යා පන්තියේ පරීක්ෂණයෙන් ලකුණු 96 ක් ලබා ගත්තේය ඇඩම් ටෙස්ට් දෙකේදීම ලකුණු කීයක් ලබා ගත්තාද?,Addition
කහ තොප්පි 77 ක් සහ නිල් තොප්පි 25 ක් තිබුණා මුලු තොප්පි කීයක් තිබ්බද?,Addition
පාසලේ උත්සවයකදී යුවනි පළමු දිනයේ නාට්‍යයක් සඳහා ප්‍රවේශපත්‍ර 560 ක් විකුණුවා ඇය දෙවැනි දිනයේ ටිකට් 356 ක් අලෙවි කළාය ඇය දින දෙකේම ටිකට් කීයක් විකුණුවාද?,Addition
යසිඳුට මුද්දර 48 ක් තිබුණා අම්මා තව 60 ක් දුන්නා යසිඳු සතුව මුද්දර කීයක් තිබේද?,Addition
වත්තක අඹ ගස් 54 ක් සහ පොල් ගස් 87 ක් ඇත මුළු ගස් කීයක් තිබේද?,Addition
කුරුල්ලන් 243 දෙනෙක් ගසක් මත වාඩි වී සිටිති. කුරුල්ලන් 57 දෙනෙක් ඉවතට පියාසර කරති දැන් ගහේ කුරුල්ලෝ කී දෙනෙක් ඉන්නවද?,Subtraction
ජස්ටින් සතුව බේස්බෝල් කාඩ්පත් 48 ක් ඇත. ඔහු තම සහෝදරයාට කාඩ්පත් 26 ක් ලබා දෙයි. ජස්ටින් සමඟ කාඩ්පත් කීයක් ඉතිරිව තිබේද?,Subtraction
පළතුරු වෙළෙන්දෙකුට ඇපල් 98 ක් තිබුණා. ඔහු එයින් ඇපල් 55 ක් විකුණුවා ඔහු සමඟ ඇපල් කීයක් තිබුණාද?,Subtraction
රේචල්ට කිකිළියන් 133 ක් සිටින අතර ඇය තම සහෝදරියට කිකිළියන් 79 ක් ලබා දෙයි ඇයට දැන් කිකිළියන් කී දෙනෙක් සිටීද?,Subtraction
ලුවී සතුව මුද්දර 72 ක් ඇත. ඔහු තම සහෝදරයාට මුද්දර 67 ක් ලබා දෙයි. ලුවී සමඟ මුද්දර කීයක් ඉතිරිව තිබේද?,Subtraction
ඇලිස් ඇගේ යහළුවන් සඳහා ඉස්සෝ වඩේ 20 ක් සහ පරිප්පු වඩේ 25 ක් මිලදී ගත්තාය. ඇය මිලදී ගත් වඩේ ගණන කීයද?,Addition
කෙලී පිහාටු 29ක් එකතු කළ අතර ඩේසි පිහාටු 14ක් එකතු කළා. කෙලී සහ ඩේසි පිහාටු කීයක් එකතු කළාද?,Addition
පාසලේ උත්සවයකදී යුවනි පළමු දිනයේ නාට්‍යයක් සඳහා ප්‍රවේශපත්‍ර 87 ක් විකුණුවා ඇය දෙවැනි දිනයේ ටිකට් 84 ක් අලෙවි කළාය ඇය දින දෙකේම ටිකට් කීයක් විකුණුවාද?,Addition
යසිඳුට මුද්දර 5 ක් තිබුණා අම්මා තව 20 ක් දුන්නා යසිඳු සතුව මුද්දර කීයක් තිබේද?,Addition
වත්තක අඹ ගස් 73 ක් සහ පොල් ගස් 56 ක් ඇත මුළු ගස් කීයක් තිබේද?,Addition
කුරුල්ලන් 53 දෙනෙක් ගසක් මත වාඩි වී සිටිති. කුරුල්ලන් 21 දෙනෙක් ඉවතට පියාසර කරති දැන් ගහේ කුරුල්ලෝ කී දෙනෙක් ඉන්නවද?,Subtraction
ජස්ටින් සතුව බේස්බෝල් කාඩ්පත් 98 ක් ඇත. ඔහු තම සහෝදරයාට කාඩ්පත් 36 ක් ලබා දෙයි. ජස්ටින් සමඟ කාඩ්පත් කීයක් ඉතිරිව තිබේද?,Subtraction
පාපන්දු තරඟයකදී නිල් කණ්ඩායම ලකුණු 28ක් සහ රතු කණ්ඩායම ලකුණු 39ක් ලබා ගත්තා. රතු කණ්ඩායම නිල් කණ්ඩායම පරාජය කළේ ලකුණු කීයකින්ද?,Subtraction
රේචල්ට කිකිළියන් 39 ක් සිටින අතර ඇය තම සහෝදරියට කිකිළියන් 12 ක් ලබා දෙයි ඇයට දැන් කිකිළියන් කී දෙනෙක් සිටීද?,Subtraction
සරුංගල් තරඟයක් සඳහා ළමුන් 27 දෙනෙකුගෙන් යුත් කණ්ඩායමක් සහභාගී විය. ඔවුන්ගෙන් 20 ක් ගැහැණු ළමයින් නම් පිරිමි ළමයින් කී දෙනෙක් සහභාගී වූවාද?,Subtraction
ඇලිස් ඇගේ යහළුවන් සඳහා ඉස්සෝ වඩේ 30 ක් සහ පරිප්පු වඩේ 30 ක් මිලදී ගත්තාය. ඇය මිලදී ගත් වඩේ ගණන කීයද?,Addition
කෙලී පිහාටු 32 ක් එකතු කළ අතර ඩේසි පිහාටු 23 ක් එකතු කළා. කෙලී සහ ඩේසි පිහාටු කීයක් එකතු කළාද?,Addition
පාසලේ උත්සවයකදී යුවනි පළමු දිනයේ නාට්‍යයක් සඳහා ප්‍රවේශපත්‍ර 90 ක් විකුණුවා ඇය දෙවැනි දිනයේ ටිකට් 69 ක් අලෙවි කළාය ඇය දින දෙකේම ටිකට් කීයක් විකුණුවාද?,Addition
යසිඳුට මුද්දර 5 ක් තිබුණා අම්මා තව 4 ක් දුන්නා යසිඳු සතුව මුද්දර කීයක් තිබේද?,Addition
වත්තක අඹ ගස් 93 ක් සහ පොල් ගස් 56 ක් ඇත මුළු ගස් කීයක් තිබේද?,Addition
කුරුල්ලන් 63 දෙනෙක් ගසක් මත වාඩි වී සිටිති. කුරුල්ලන් 11 දෙනෙක් ඉවතට පියාසර කරති දැන් ගහේ කුරුල්ලෝ කී දෙනෙක් ඉන්නවද?,Subtraction
ජස්ටින් සතුව බේස්බෝල් කාඩ්පත් 98 ක් ඇත. ඔහු තම සහෝදරයාට කාඩ්පත් 36 ක් ලබා දෙයි. ජස්ටින් සමඟ කාඩ්පත් කීයක් ඉතිරිව තිබේද?,Subtraction
පාපන්දු තරඟයකදී නිල් කණ්ඩායම ලකුණු 38ක් සහ රතු කණ්ඩායම ලකුණු 49ක් ලබා ගත්තා. රතු කණ්ඩායම නිල් කණ්ඩායම පරාජය කළේ ලකුණු කීයකින්ද?,Subtraction
රේචල්ට කිකිළියන් 49 ක් සිටින අතර ඇය තම සහෝදරියට කිකිළියන් 12 ක් ලබා දෙයි ඇයට දැන් කිකිළියන් කී දෙනෙක් සිටීද?,Subtraction
සරුංගල් තරඟයක් සඳහා ළමුන් 57 දෙනෙකුගෙන් යුත් කණ්ඩායමක් සහභාගී විය. ඔවුන්ගෙන් 24 ක් ගැහැණු ළමයින් නම් පිරිමි ළමයින් කී දෙනෙක් සහභාගී වූවාද?,Subtraction
ඔලිවියා ඇපල් පයි 38 ක් සහ වට්ටක්කා පයි 17 ක් පුළුස්සා ඇත. ඇය පයි කීයක් පිසූවාද?,Addition
ගැහැණු ළමයින් 43 ක් සහ පිරිමි ළමයින් 76 ක් අරමුදල් රැස්කිරීමේ උත්සවයකට උදව් කිරීමට ස්වේච්ඡාවෙන් ඉදිරිපත් වෙති. අරමුදල් රැස්කිරීමේදී දරුවන් කී දෙනෙක් ස්වේච්ඡාවෙන් ඉදිරිපත් වෙනවාද?,Addition
පිරිමි ළමයින් 39 ක් සහ ගැහැණු ළමයින් 43 ක් ලිවීමේ තරඟයකට සහභාගී වූහ. තරඟයට ළමයින් කී දෙනෙක් සම්පූර්ණයෙන් සහභාගී වුණාද?,Addition
ලිපි ද්‍රව්‍ය ගබඩාවක රතු තීන්ත කෑන් 54 ක් සහ කහ තීන්ත කෑන් 76 ක් ඇත. තීන්ත කෑන් කීයක් තොගයේ තිබේද?,Addition
වාහන නැවැත්වීමේ ස්ථානයේ කාර් 23 ක් සහ ට්රක් රථ 32 ක් ඇත. ඔක්කොම වාහන කීයක් තියෙනවද?,Addition
කේට් ඇපල් 124 ක් මිලදී ගත් අතර එයින් 62 ක් නරක් වී ඇත ඇපල් කීයක් හොඳද?,Subtraction
"ටේලර් විසින් අතින් සාදන ලද භාණ්ඩ 45 ක් දේශීය ප්‍රදර්ශනයේ ප්‍රදර්ශනය කර තිබුණි. විකිණීමෙන් පසු ඉතිරිව ඇත්තේ කෑලි 9 ක් පමණක් නම්, ටේලර් විසින් අත්කම් භාණ්ඩ කීයක් විකුණුවාද?",Subtraction
පැසිපන්දු තරගයකදී ගෝඨා පිල ලකුණු 30 ක්ද රනිල් පිල ලකුණු 45 ක්ද ලබා ගත්හ. රනිල් පිල ගෝඨා පිල පරාජය කළේ ලකුණු කීයකින්ද?,Subtraction
රොන් පරීක්ෂණයෙන් ලකුණු 38 ක් ලබා ගන්නා අතර ඔහුගේ සහෝදරයා ලකුණු 16 ක් ලබා ගනී රොන් අයියාට වඩා ලකුණු කීයක් ගන්නවද?,Subtraction
ළමයින් 34 දෙනෙකුගෙන් යුත් කණ්ඩායමක් රචනා තරඟයකට සහභාගී විය. ඔවුන්ගෙන් 21 ක් ගැහැණු ළමයින් නම් පිරිමි ළමයින් කී දෙනෙක් සහභාගී වූවාද?,Subtraction
ඔලිවියා ඇපල් පයි 68 ක් සහ වට්ටක්කා පයි 65 ක් පුළුස්සා ඇත. ඇය පයි කීයක් පිසූවාද?,Addition
ගැහැණු ළමයින් 51 ක් සහ පිරිමි ළමයින් 89 ක් අරමුදල් රැස්කිරීමේ උත්සවයකට උදව් කිරීමට ස්වේච්ඡාවෙන් ඉදිරිපත් වෙති. අරමුදල් රැස්කිරීමේදී දරුවන් කී දෙනෙක් ස්වේච්ඡාවෙන් ඉදිරිපත් වෙනවාද?,Addition
පිරිමි ළමයින් 69 ක් සහ ගැහැණු ළමයින් 54 ක් ලිවීමේ තරඟයකට සහභාගී වූහ. තරඟයට ළමයින් කී දෙනෙක් සම්පූර්ණයෙන් සහභාගී වුණාද?,Addition
ලිපි ද්‍රව්‍ය ගබඩාවක රතු තීන්ත කෑන් 66 ක් සහ කහ තීන්ත කෑන් 84 ක් ඇත. තීන්ත කෑන් කීයක් තොගයේ තිබේද?,Addition
වාහන නැවැත්වීමේ ස්ථානයේ කාර් 3 ක් සහ ට්රක් රථ 4 ක් ඇත. ඔක්කොම වාහන කීයක් තියෙනවද?,Addition
කේට් ඇපල් 154 ක් මිලදී ගත් අතර එයින් 83 ක් කුණු වී ඇත ඇපල් කීයක් හොඳද?,Subtraction
"ටේලර් විසින් අතින් සාදන ලද භාණ්ඩ 66 ක් දේශීය ප්‍රදර්ශනයේ ප්‍රදර්ශනය කර තිබුණි. විකිණීමෙන් පසු ඉතිරිව ඇත්තේ කෑලි 14 ක් පමණක් නම්, ටේලර් විසින් අත්කම් භාණ්ඩ කීයක් විකුණුවාද?",Subtraction
පැසිපන්දු තරගයකදී ගෝඨා පිල ලකුණු 50 ක්ද රනිල් පිල ලකුණු 65 ක්ද ලබා ගත්හ. රනිල් පිල ගෝඨා පිල පරාජය කළේ ලකුණු කීයකින්ද?,Subtraction
රොන් පරීක්ෂණයෙන් ලකුණු 76 ක් ලබා ගන්නා අතර ඔහුගේ සහෝදරයා ලකුණු 65 ක් ලබා ගනී රොන් අයියාට වඩා ලකුණු කීයක් ගන්නවද?,Subtraction
ළමයින් 45 දෙනෙකුගෙන් යුත් කණ්ඩායමක් රචනා තරඟයකට සහභාගී විය. ඔවුන්ගෙන් 25 ක් ගැහැණු ළමයින් නම් පිරිමි ළමයින් කී දෙනෙක් සහභාගී වූවාද?,Subtraction
